halo, total_mass, baryon_mass, particle_mass, star_mass 
[7107, 22191295.4318 Msun, 4844.35863386 Msun, 22186451.0732 Msun, 0]
[7108, 55926833.6495 Msun, 1132998.64002 Msun, 54793835.0095 Msun, 0]
[7109, 91896227.0653 Msun, 35379560.5783 Msun, 56516666.487 Msun, 417724503854119786715628841994893131776L]
[7110, 1738248894.11 Msun, 1717070935.19 Msun, 21177958.9201 Msun, 0]
[7111, 27075805.6397 Msun, 14996.108033 Msun, 27060809.5317 Msun, 0]
[7112, 22759857.4949 Msun, 69116.5832984 Msun, 22690740.9116 Msun, 0]
[7113, 17400455.1542 Msun, 88260.2364064 Msun, 17312194.9178 Msun, 0]
[7114, 16822733.7845 Msun, 14777.5536067 Msun, 16807956.2308 Msun, 0]
[7115, 16830132.1779 Msun, 22175.947009 Msun, 16807956.2308 Msun, 0]
[7116, 17648708.1744 Msun, 168433.694291 Msun, 17480274.4801 Msun, 0]
[7117, 18834004.735 Msun, 9093.75647523 Msun, 18824910.9785 Msun, 0]
[7118, 18519894.5123 Msun, 31142.6584001 Msun, 18488751.8539 Msun, 0]
[7119, 18602316.7965 Msun, 113564.942564 Msun, 18488751.8539 Msun, 0]
[7120, 17663818.7485 Msun, 15464.70615 Msun, 17648354.0424 Msun, 0]
[7121, 21267295.4988 Msun, 89270.6479443 Msun, 21178024.8509 Msun, 0]
[7122, 19561193.3498 Msun, 48244.0981606 Msun, 19512949.2517 Msun, 8052347563301964720808351142291498336256L]
[7123, 16480335.6922 Msun, 8538.58592309 Msun, 16471797.1062 Msun, 0]
[7124, 16823490.9192 Msun, 15534.6883421 Msun, 16807956.2308 Msun, 0]
[7125, 16155607.3252 Msun, 19969.3435614 Msun, 16135637.9816 Msun, 0]
[7126, 17174501.2367 Msun, 30385.8812561 Msun, 17144115.3555 Msun, 0]
[7127, 19975187.9026 Msun, 309879.112486 Msun, 19665308.7901 Msun, 0]
[7128, 25059817.3704 Msun, 15962.5864386 Msun, 25043854.784 Msun, 0]
[7129, 105208325.003 Msun, 14781520.4811 Msun, 90426804.522 Msun, 0]
[7130, 17858134.1018 Msun, 545939.184004 Msun, 17312194.9178 Msun, 0]
[7131, 16909798.4228 Msun, 101842.191923 Msun, 16807956.2308 Msun, 0]
[7132, 16977876.7389 Msun, 1840.9457657 Msun, 16976035.7932 Msun, 0]
[7133, 45931595.6496 Msun, 213954.701694 Msun, 45717640.9479 Msun, 0]
[7134, 19727256.2495 Msun, 398106.584005 Msun, 19329149.6655 Msun, 0]
[7135, 17819724.7412 Msun, 3291.13647348 Msun, 17816433.6047 Msun, 0]
[7136, 21709792.1523 Msun, 27528.6145467 Msun, 21682263.5378 Msun, 0]
[7137, 20715199.1503 Msun, 377572.110959 Msun, 20337627.0393 Msun, 0]
[7138, 15304970.5989 Msun, 9730.42883526 Msun, 15295240.1701 Msun, 0]
[7139, 21053004.111 Msun, 211138.384749 Msun, 20841865.7263 Msun, 0]
[7140, 21967957.0922 Msun, 117613.992072 Msun, 21850343.1001 Msun, 0]
[7141, 20418048.9686 Msun, 248501.491567 Msun, 20169547.477 Msun, 0]
[7142, 17146120.0521 Msun, 2004.69659497 Msun, 17144115.3555 Msun, 0]
[7143, 44714826.2696 Msun, 2526863.5198 Msun, 42187962.7498 Msun, 0]
[7144, 22415841.2165 Msun, 61303.1914281 Msun, 22354538.0251 Msun, 0]
[7145, 213323075.88 Msun, 1164866.87492 Msun, 212158209.005 Msun, 85809354971368512700305791308298977280L]
[7146, 16972609.8405 Msun, 332776.933845 Msun, 16639832.9066 Msun, 0]
[7147, 719423630.287 Msun, 652864211.137 Msun, 66559419.1503 Msun, 0]
[7148, 285393618.98 Msun, 219170315.192 Msun, 66223303.7876 Msun, 0]
[7149, 96314080.6283 Msun, 11097786.2998 Msun, 85216294.3285 Msun, 0]
[7150, 1076463355.3 Msun, 1054108846.84 Msun, 22354508.4666 Msun, 0]
[7151, 178444292.252 Msun, 92891897.3397 Msun, 85552394.912 Msun, 0]
[7152, 57085222.7764 Msun, 2627503.12955 Msun, 54457719.6468 Msun, 0]
[7153, 18013721.281 Msun, 29267.2309991 Msun, 17984454.05 Msun, 0]
[7154, 23482390.6344 Msun, 119331.473534 Msun, 23363059.1609 Msun, 0]
[7155, 29324101.398 Msun, 78257.5563083 Msun, 29245843.8417 Msun, 0]
[7156, 17746031.8183 Msun, 97677.7758852 Msun, 17648354.0424 Msun, 0]
[7157, 28455160.0364 Msun, 49714.0063126 Msun, 28405446.0301 Msun, 0]
[7158, 22503956.4572 Msun, 149374.670182 Msun, 22354581.787 Msun, 0]
[7159, 16657909.1456 Msun, 18032.4770537 Msun, 16639876.6685 Msun, 0]
[7160, 20025190.8328 Msun, 23722.9180795 Msun, 20001467.9147 Msun, 0]
[7161, 29392226.9418 Msun, 482542.224727 Msun, 28909684.7171 Msun, 0]
[7162, 15163474.854 Msun, 36314.2462795 Msun, 15127160.6078 Msun, 0]
[7163, 21589191.7543 Msun, 75007.7787946 Msun, 21514183.9755 Msun, 0]
[7164, 17168419.7279 Msun, 24304.3723951 Msun, 17144115.3555 Msun, 0]
[7165, 16513902.9722 Msun, 42105.8660085 Msun, 16471797.1062 Msun, 0]
[7166, 85564263.9496 Msun, 3205278.41841 Msun, 82358985.5312 Msun, 0]
[7167, 19198142.3772 Msun, 37072.2740605 Msun, 19161070.1032 Msun, 0]
[7168, 21199379.1 Msun, 21354.2491027 Msun, 21178024.8509 Msun, 0]
[7169, 17152468.1261 Msun, 8352.77062571 Msun, 17144115.3555 Msun, 0]
[7170, 17677492.2396 Msun, 29138.1971646 Msun, 17648354.0424 Msun, 0]
[7171, 20042607.9811 Msun, 41140.0663928 Msun, 20001467.9147 Msun, 0]
[7172, 21385983.4938 Msun, 39879.0806479 Msun, 21346104.4132 Msun, 0]
[7173, 17148098.1399 Msun, 3982.78446547 Msun, 17144115.3555 Msun, 0]
[7174, 20677292.8022 Msun, 3506.6382558 Msun, 20673786.1639 Msun, 0]
[7175, 19163684.0157 Msun, 2613.91252593 Msun, 19161070.1032 Msun, 0]
[7176, 21602601.2274 Msun, 88417.2519048 Msun, 21514183.9755 Msun, 0]
[7177, 17756029.8069 Msun, 275755.326802 Msun, 17480274.4801 Msun, 0]
[7178, 22571964.9125 Msun, 217383.125468 Msun, 22354581.787 Msun, 0]
[7179, 16137975.2355 Msun, 2337.25392474 Msun, 16135637.9816 Msun, 0]
[7180, 2629455430.75 Msun, 2598192632.16 Msun, 31262798.5894 Msun, 0]
[7181, 27279537.3408 Msun, 50699.3983588 Msun, 27228837.9424 Msun, 0]
[7182, 70164022.8128 Msun, 915301.682898 Msun, 69248721.1299 Msun, 0]
[7183, 45021555.077 Msun, 1488999.59062 Msun, 43532555.4864 Msun, 0]
[7184, 1083025719.75 Msun, 1047897149.77 Msun, 35128569.9813 Msun, 0]
[7185, 23497460.4452 Msun, 1142922.42009 Msun, 22354538.0251 Msun, 0]
[7186, 20527020.0267 Msun, 21357.1869601 Msun, 20505662.8397 Msun, 0]
[7187, 196358964.23 Msun, 1636860.49678 Msun, 194722103.734 Msun, 2844989872414380588195797117505965654016L]
[7188, 2241229951.78 Msun, 2202739775.78 Msun, 38490176.0067 Msun, 0]
[7189, 119774626.694 Msun, 63468061.9958 Msun, 56306564.6979 Msun, 0]
[7190, 17512282.1725 Msun, 32058.8439618 Msun, 17480223.3286 Msun, 0]
[7191, 44575100.7872 Msun, 1546798.76704 Msun, 43028302.0202 Msun, 0]
[7192, 29010683.8637 Msun, 269086.098545 Msun, 28741597.7651 Msun, 0]
[7193, 16247952.0053 Msun, 280393.58599 Msun, 15967558.4193 Msun, 0]
[7194, 20996540.9133 Msun, 154675.187038 Msun, 20841865.7263 Msun, 0]
[7195, 17333250.5516 Msun, 21055.6338491 Msun, 17312194.9178 Msun, 0]
[7196, 15312485.2088 Msun, 17245.0386918 Msun, 15295240.1701 Msun, 0]
[7197, 148510504.216 Msun, 4859261.74109 Msun, 143651242.475 Msun, 3563423929381228357949787677503357190144L]
[7198, 50420761.2044 Msun, 164972.074157 Msun, 50255789.1302 Msun, 0]
[7199, 21046640.6218 Msun, 36695.3331982 Msun, 21009945.2886 Msun, 0]
[7200, 37097629.3328 Msun, 120125.624904 Msun, 36977503.7079 Msun, 0]
[7201, 16154199.0426 Msun, 18561.0609565 Msun, 16135637.9816 Msun, 0]
[7202, 38365950.711 Msun, 43810.5047012 Msun, 38322140.2063 Msun, 0]
[7203, 21249225.6905 Msun, 71200.839662 Msun, 21178024.8509 Msun, 0]
[7204, 19002675.1948 Msun, 9684.65395551 Msun, 18992990.5409 Msun, 0]
[7205, 16998394.9076 Msun, 22359.1144604 Msun, 16976035.7932 Msun, 0]
[7206, 17019056.1346 Msun, 43020.3414033 Msun, 16976035.7932 Msun, 0]
[7207, 21661311.0266 Msun, 147127.051111 Msun, 21514183.9755 Msun, 0]
[7208, 51787378.6853 Msun, 3884747.18927 Msun, 47902631.496 Msun, 0]
[7209, 16242084.8486 Msun, 610729.315828 Msun, 15631355.5328 Msun, 0]
[7210, 606492476.023 Msun, 576725544.756 Msun, 29766931.2675 Msun, 33589316512613280226712643991383310336L]
[7211, 35154055.9791 Msun, 25471.2185443 Msun, 35128584.7606 Msun, 0]
[7212, 80278278.4308 Msun, 5146787.39927 Msun, 75131491.0315 Msun, 0]
[7213, 566577543.292 Msun, 538004076.24 Msun, 28573467.0513 Msun, 0]
[7214, 18246579.1732 Msun, 1774833.21846 Msun, 16471745.9547 Msun, 0]
[7215, 21323086.2379 Msun, 1321669.47477 Msun, 20001416.7632 Msun, 0]
[7216, 1893336390.08 Msun, 1873334980.71 Msun, 20001409.3736 Msun, 0]
[7217, 610923693.466 Msun, 577812093.011 Msun, 33111600.4544 Msun, 0]
[7218, 22802715.7757 Msun, 1960915.98025 Msun, 20841799.7955 Msun, 0]
[7219, 21589086.6938 Msun, 74902.7183313 Msun, 21514183.9755 Msun, 0]
[7220, 17491939.2516 Msun, 11664.7715179 Msun, 17480274.4801 Msun, 0]
[7221, 17484263.1294 Msun, 3988.64932877 Msun, 17480274.4801 Msun, 0]
[7222, 53993650.5262 Msun, 208190.587523 Msun, 53785459.9387 Msun, 0]
[7223, 29275741.5965 Msun, 197977.317128 Msun, 29077764.2794 Msun, 0]
[7224, 17152425.5579 Msun, 8310.20239195 Msun, 17144115.3555 Msun, 0]
[7225, 16667819.4938 Msun, 27942.8252919 Msun, 16639876.6685 Msun, 0]
[7226, 42871753.6951 Msun, 11465.3064671 Msun, 42860288.3887 Msun, 0]
[7227, 22021941.6176 Msun, 339678.079799 Msun, 21682263.5378 Msun, 0]
[7228, 49547410.6976 Msun, 300098.94126 Msun, 49247311.7564 Msun, 0]
[7229, 16496214.1403 Msun, 24417.0341 Msun, 16471797.1062 Msun, 0]
[7230, 123796848.947 Msun, 4460359.70753 Msun, 119336489.239 Msun, 0]
[7231, 15985952.8514 Msun, 186473.994366 Msun, 15799478.857 Msun, 0]
[7232, 16013097.461 Msun, 45539.0417336 Msun, 15967558.4193 Msun, 0]
[7233, 25394095.0288 Msun, 14081.1202441 Msun, 25380013.9086 Msun, 0]
[7234, 17320893.3338 Msun, 8698.41603053 Msun, 17312194.9178 Msun, 0]
[7235, 21865920.3158 Msun, 15577.2156822 Msun, 21850343.1001 Msun, 0]
[7236, 16652331.9948 Msun, 12455.3262579 Msun, 16639876.6685 Msun, 0]
[7237, 21091891.1457 Msun, 1426582.35563 Msun, 19665308.7901 Msun, 0]
[7238, 16315537.9432 Msun, 11820.3992376 Msun, 16303717.5439 Msun, 0]
[7239, 19911480.4669 Msun, 78092.1144831 Msun, 19833388.3524 Msun, 0]
[7240, 17869442.041 Msun, 53008.4362983 Msun, 17816433.6047 Msun, 0]
[7241, 346128292.774 Msun, 285115411.656 Msun, 61012881.118 Msun, 0]
[7242, 17272060.8259 Msun, 296025.032722 Msun, 16976035.7932 Msun, 0]
[7243, 37885357.9192 Msun, 1244035.50482 Msun, 36641322.4144 Msun, 0]
[7244, 244700537.765 Msun, 6992606.22096 Msun, 237707931.544 Msun, 420716779145832697357263710068689338368L]
[7245, 39087043.6907 Msun, 1773432.00972 Msun, 37313611.681 Msun, 0]
[7246, 54359841.0504 Msun, 31762268.9439 Msun, 22597572.1065 Msun, 149040754447715476655416757317625970688L]
[7247, 66505199.1798 Msun, 5660441.38602 Msun, 60844757.7938 Msun, 0]
[7248, 83058418.2042 Msun, 11624647.985 Msun, 71433770.2192 Msun, 0]
[7249, 17059298.9684 Msun, 83306.9371652 Msun, 16975992.0312 Msun, 0]
[7250, 900726732.137 Msun, 884423058.355 Msun, 16303673.782 Msun, 0]
[7251, 36635090.5653 Msun, 1338433.63209 Msun, 35296656.9333 Msun, 0]
[7252, 2237364107.07 Msun, 2202739775.78 Msun, 34624331.2944 Msun, 0]
[7253, 422406405.066 Msun, 405934659.112 Msun, 16471745.9547 Msun, 0]
[7254, 105381138.132 Msun, 13273611.3077 Msun, 92107526.8247 Msun, 0]
[7255, 15474924.304 Msun, 11604.5715968 Msun, 15463319.7324 Msun, 0]
[7256, 17257965.9454 Msun, 113850.589903 Msun, 17144115.3555 Msun, 0]
[7257, 20613070.0123 Msun, 275442.972987 Msun, 20337627.0393 Msun, 0]
[7258, 16697159.9197 Msun, 57283.2511816 Msun, 16639876.6685 Msun, 0]
[7259, 45428732.9117 Msun, 719569.337688 Msun, 44709163.5741 Msun, 0]
[7260, 16140743.9464 Msun, 5105.96475216 Msun, 16135637.9816 Msun, 0]
[7261, 20197794.3883 Msun, 28246.9112432 Msun, 20169547.477 Msun, 0]
[7262, 16733039.7781 Msun, 93163.1095261 Msun, 16639876.6685 Msun, 0]
[7263, 22810390.726 Msun, 287729.376666 Msun, 22522661.3493 Msun, 0]
[7264, 16937306.7142 Msun, 129350.483391 Msun, 16807956.2308 Msun, 0]
[7265, 26416588.6713 Msun, 196176.951185 Msun, 26220411.7201 Msun, 0]
[7266, 108103812.883 Msun, 2347682.5659 Msun, 105756130.317 Msun, 67776396933957988388455531961112330240L]
[7267, 25985498.2254 Msun, 101245.629891 Msun, 25884252.5955 Msun, 0]
[7268, 20227137.3981 Msun, 225669.483352 Msun, 20001467.9147 Msun, 0]
[7269, 202671033.305 Msun, 1143638.0976 Msun, 201527395.208 Msun, 0]
[7270, 16644507.0534 Msun, 4630.38485813 Msun, 16639876.6685 Msun, 0]
[7271, 81844160.9519 Msun, 82541.1003244 Msun, 81761619.8516 Msun, 149036878285098999010265197730500444160L]
[7272, 21860284.3366 Msun, 514179.923448 Msun, 21346104.4132 Msun, 0]
[7273, 15841965.0664 Msun, 42486.2093688 Msun, 15799478.857 Msun, 0]
[7274, 31676353.2401 Msun, 245475.088368 Msun, 31430878.1517 Msun, 0]
[7275, 15633851.3805 Msun, 2452.08584623 Msun, 15631399.2947 Msun, 0]
[7276, 16479600.3504 Msun, 7803.24419881 Msun, 16471797.1062 Msun, 0]
[7277, 21209941.6556 Msun, 31916.8047079 Msun, 21178024.8509 Msun, 0]
[7278, 15868083.8943 Msun, 68605.0372747 Msun, 15799478.857 Msun, 0]
[7279, 22064222.9326 Msun, 45800.2701644 Msun, 22018422.6624 Msun, 0]
[7280, 23058056.2284 Msun, 199235.754471 Msun, 22858820.474 Msun, 0]
[7281, 16976337.3441 Msun, 168381.113276 Msun, 16807956.2308 Msun, 0]
[7282, 40804320.4531 Msun, 297175.495218 Msun, 40507144.9579 Msun, 0]
[7283, 26715522.9425 Msun, 495154.984314 Msun, 26220367.9582 Msun, 0]
[7284, 71720413.6223 Msun, 39449181.4209 Msun, 32271232.2013 Msun, 0]
[7285, 39578106.1037 Msun, 919850.5347 Msun, 38658255.569 Msun, 0]
[7286, 1617509237.44 Msun, 1530780264.0 Msun, 86728973.4412 Msun, 0]
[7287, 55314719.6436 Msun, 4554742.97801 Msun, 50759976.6656 Msun, 0]
[7288, 16354375.6996 Msun, 50701.9175475 Msun, 16303673.782 Msun, 0]
[7289, 1223789321.2 Msun, 1207989886.1 Msun, 15799435.0951 Msun, 0]
[7290, 16471461.9702 Msun, 840106.437379 Msun, 15631355.5328 Msun, 0]
[7291, 368907358.049 Msun, 311088106.273 Msun, 57819251.776 Msun, 0]
[7292, 15533838.0637 Msun, 70562.0932577 Msun, 15463275.9705 Msun, 0]
[7293, 1736063881.97 Msun, 1717070935.19 Msun, 18992946.779 Msun, 0]
[7294, 123361706.742 Msun, 6042275.12921 Msun, 117319431.612 Msun, 0]
[7295, 176178615.424 Msun, 161051505.968 Msun, 15127109.4562 Msun, 0]
[7296, 58274325.2205 Msun, 4488938.60218 Msun, 53785386.6183 Msun, 0]
[7297, 48085665.6942 Msun, 5225435.84669 Msun, 42860229.8475 Msun, 0]
[7298, 1732702283.33 Msun, 1717070935.19 Msun, 15631348.1432 Msun, 0]
[7299, 26591345.4254 Msun, 707151.371015 Msun, 25884194.0544 Msun, 0]
[7300, 15173016.3787 Msun, 45855.7708888 Msun, 15127160.6078 Msun, 0]
[7301, 15826572.8451 Msun, 27093.9880903 Msun, 15799478.857 Msun, 0]
[7302, 18912809.3552 Msun, 87898.3766706 Msun, 18824910.9785 Msun, 0]
[7303, 19509270.4747 Msun, 12041.2469536 Msun, 19497229.2278 Msun, 0]
[7304, 16986137.1783 Msun, 10101.3851667 Msun, 16976035.7932 Msun, 0]
[7305, 20513121.6585 Msun, 7415.05684841 Msun, 20505706.6016 Msun, 0]
[7306, 19060323.8437 Msun, 67333.3028416 Msun, 18992990.5409 Msun, 0]
[7307, 19260281.6803 Msun, 99211.57716 Msun, 19161070.1032 Msun, 0]
[7308, 17596919.4151 Msun, 284724.4973 Msun, 17312194.9178 Msun, 0]
[7309, 20414081.5172 Msun, 76454.4778541 Msun, 20337627.0393 Msun, 0]
[7310, 32557544.795 Msun, 135039.692324 Msun, 32422505.1027 Msun, 300706419384335688173109810172497231872L]
[7311, 15892816.9811 Msun, 93338.1241271 Msun, 15799478.857 Msun, 0]
[7312, 43667075.84 Msun, 806787.451333 Msun, 42860288.3887 Msun, 0]
[7313, 18618972.2552 Msun, 1979095.58668 Msun, 16639876.6685 Msun, 0]
[7314, 16142971.4204 Msun, 7333.43882676 Msun, 16135637.9816 Msun, 0]
[7315, 16234411.9263 Msun, 98773.9446719 Msun, 16135637.9816 Msun, 0]
[7316, 20041624.676 Msun, 40156.7613064 Msun, 20001467.9147 Msun, 0]
[7317, 16866365.9996 Msun, 58409.7687853 Msun, 16807956.2308 Msun, 0]
[7318, 15658690.6628 Msun, 27291.3681212 Msun, 15631399.2947 Msun, 0]
[7319, 15811698.1769 Msun, 12219.3198638 Msun, 15799478.857 Msun, 0]
[7320, 16387639.4235 Msun, 83921.8795676 Msun, 16303717.5439 Msun, 0]
[7321, 16330765.7237 Msun, 27048.1797852 Msun, 16303717.5439 Msun, 0]
[7322, 16928647.4305 Msun, 961089.01118 Msun, 15967558.4193 Msun, 0]
[7323, 21821203400.5 Msun, 21769939134.0 Msun, 51264266.5041 Msun, 0]
[7324, 140457346.836 Msun, 8081056.00785 Msun, 132376290.829 Msun, 862789025767394715288358063073054949376L]
[7325, 842968625.077 Msun, 827673428.669 Msun, 15295196.4082 Msun, 0]
[7326, 294413041.637 Msun, 259788710.342 Msun, 34624331.2944 Msun, 0]
[7327, 193683960.343 Msun, 4427777.59496 Msun, 189256182.748 Msun, 0]
[7328, 68981873.5807 Msun, 17274753.1338 Msun, 51707120.4468 Msun, 212255379084923761684123202509600718848L]
[7329, 15455613.2831 Msun, 160424.264526 Msun, 15295189.0185 Msun, 0]
[7330, 84452232.3048 Msun, 412509.691731 Msun, 84039722.6131 Msun, 0]
[7331, 19565028.4209 Msun, 740168.593914 Msun, 18824859.827 Msun, 0]
[7332, 56257971.2873 Msun, 3144902.91822 Msun, 53113068.3691 Msun, 0]
[7333, 718078986.399 Msun, 652864211.137 Msun, 65214775.2623 Msun, 0]
[7334, 17396346.6889 Msun, 1092680.29647 Msun, 16303666.3924 Msun, 0]
[7335, 15886589.2473 Msun, 87161.5417974 Msun, 15799427.7055 Msun, 0]
[7336, 14469856.0863 Msun, 351172.852397 Msun, 14118683.2339 Msun, 0]
[7337, 17485719.7547 Msun, 5445.27465122 Msun, 17480274.4801 Msun, 0]
[7338, 31942415.2957 Msun, 1688094.08013 Msun, 30254321.2155 Msun, 0]
[7339, 20752983.516 Msun, 79197.3520957 Msun, 20673786.1639 Msun, 0]
[7340, 16712308.6004 Msun, 72431.9318185 Msun, 16639876.6685 Msun, 0]
[7341, 16980703.0132 Msun, 4667.22003189 Msun, 16976035.7932 Msun, 0]
[7342, 16180263.5693 Msun, 44625.5876363 Msun, 16135637.9816 Msun, 0]
[7343, 16985782.293 Msun, 9746.49987931 Msun, 16976035.7932 Msun, 0]
[7344, 137885557.598 Msun, 11825885.8668 Msun, 126059671.731 Msun, 0]
[7345, 16217323.0369 Msun, 81685.0552381 Msun, 16135637.9816 Msun, 0]
[7346, 15997434.3701 Msun, 29875.9508237 Msun, 15967558.4193 Msun, 0]
[7347, 15819921.2173 Msun, 20442.3602679 Msun, 15799478.857 Msun, 0]
[7348, 14314822.279 Msun, 28059.4827538 Msun, 14286762.7962 Msun, 0]
[7349, 19687388.5569 Msun, 22079.7667953 Msun, 19665308.7901 Msun, 0]
[7350, 17945310.4072 Msun, 128876.802484 Msun, 17816433.6047 Msun, 0]
[7351, 104283917.25 Msun, 10831731.7582 Msun, 93452185.492 Msun, 0]
[7352, 51622218.2618 Msun, 4391868.64273 Msun, 47230349.6191 Msun, 0]
[7353, 16620775.526 Msun, 485181.306247 Msun, 16135594.2197 Msun, 0]
[7354, 16321347.2343 Msun, 353832.576917 Msun, 15967514.6574 Msun, 0]
[7355, 2618362135.88 Msun, 2598192632.16 Msun, 20169503.7151 Msun, 0]
[7356, 16463905.9156 Msun, 496391.258174 Msun, 15967514.6574 Msun, 0]
[7357, 34313602.2401 Msun, 2210449.60107 Msun, 32103152.639 Msun, 0]
[7358, 496447492.104 Msun, 480648057.009 Msun, 15799435.0951 Msun, 0]
[7359, 46393782.4006 Msun, 3881.74463789 Msun, 46389900.656 Msun, 0]
[7360, 327055620.93 Msun, 311088106.273 Msun, 15967514.6574 Msun, 0]
[7361, 16048856.6034 Msun, 81341.9459867 Msun, 15967514.6574 Msun, 0]
[7362, 20516795.8904 Msun, 1187689.98678 Msun, 19329105.9036 Msun, 0]
[7363, 2229800541.55 Msun, 2202739775.78 Msun, 27060765.7698 Msun, 0]
[7364, 611147283.615 Msun, 594675530.27 Msun, 16471753.3443 Msun, 0]
[7365, 25089375.6375 Msun, 213644.17772 Msun, 24875731.4597 Msun, 0]
[7366, 19455493.4485 Msun, 462546.669507 Msun, 18992946.779 Msun, 0]
[7367, 21747888.0555 Msun, 65668.2796601 Msun, 21682219.7759 Msun, 0]
[7368, 16685015.7556 Msun, 1053667.61242 Msun, 15631348.1432 Msun, 0]
[7369, 86158736.9767 Msun, 63468061.9958 Msun, 22690674.9809 Msun, 0]
[7370, 2217698805.67 Msun, 2202739775.78 Msun, 14959029.8939 Msun, 0]
[7371, 15987238.3868 Msun, 19679.9675214 Msun, 15967558.4193 Msun, 0]
[7372, 23330156.0128 Msun, 1143653.78804 Msun, 22186502.2247 Msun, 0]
[7373, 17127674.3144 Msun, 151638.521217 Msun, 16976035.7932 Msun, 0]
[7374, 17970902.3045 Msun, 154468.69981 Msun, 17816433.6047 Msun, 0]
[7375, 17499797.8121 Msun, 19523.3320496 Msun, 17480274.4801 Msun, 0]
[7376, 24188916.8116 Msun, 825857.650704 Msun, 23363059.1609 Msun, 0]
[7377, 19644078.0188 Msun, 146848.791053 Msun, 19497229.2278 Msun, 0]
[7378, 21060492.0545 Msun, 50546.7659341 Msun, 21009945.2886 Msun, 0]
[7379, 16655929.8167 Msun, 16053.1481478 Msun, 16639876.6685 Msun, 0]
[7380, 45791522.6008 Msun, 5620507.20911 Msun, 40171015.3917 Msun, 0]
[7381, 19846504.4355 Msun, 13116.0830578 Msun, 19833388.3524 Msun, 0]
[7382, 14002374.2226 Msun, 51770.5510153 Msun, 13950603.6716 Msun, 0]
[7383, 16416510.5534 Msun, 112793.009515 Msun, 16303717.5439 Msun, 0]
[7384, 18341675.9328 Msun, 21003.641214 Msun, 18320672.2916 Msun, 0]
[7385, 22320701.7462 Msun, 302279.083793 Msun, 22018422.6624 Msun, 0]
[7386, 14315465.8189 Msun, 28703.0227159 Msun, 14286762.7962 Msun, 0]
[7387, 19349603.5801 Msun, 20453.9145831 Msun, 19329149.6655 Msun, 0]
[7388, 14301636.8547 Msun, 14874.0584475 Msun, 14286762.7962 Msun, 0]
[7389, 16695785.2745 Msun, 55908.6059776 Msun, 16639876.6685 Msun, 0]
[7390, 134514702.094 Msun, 119051426.123 Msun, 15463275.9705 Msun, 0]
[7391, 15895625.7091 Msun, 432349.738619 Msun, 15463275.9705 Msun, 0]
[7392, 51418014.2459 Msun, 16625618.1685 Msun, 34792396.0775 Msun, 0]
[7393, 45536880.9173 Msun, 995840.667477 Msun, 44541040.2498 Msun, 0]
[7394, 45941023.562 Msun, 7282767.99296 Msun, 38658255.569 Msun, 0]
[7395, 14549298.6422 Msun, 94500.0455795 Msun, 14454798.5966 Msun, 0]
[7396, 14973142.9524 Msun, 14105.6688519 Msun, 14959037.2835 Msun, 0]
[7397, 860582461.436 Msun, 826294274.487 Msun, 34288186.949 Msun, 0]
[7398, 15807016.6587 Msun, 7581.56362239 Msun, 15799435.0951 Msun, 0]
[7399, 38253768.4773 Msun, 7159093.21215 Msun, 31094675.2652 Msun, 0]
[7400, 15441248.5084 Msun, 146052.100209 Msun, 15295196.4082 Msun, 0]
[7401, 4117458632.08 Msun, 4102499602.19 Msun, 14959029.8939 Msun, 0]
[7402, 397443746.109 Msun, 248103857.49 Msun, 149339888.619 Msun, 503990828581335154846629203576426070016L]
[7403, 16448590.5798 Msun, 1993799.37284 Msun, 14454791.207 Msun, 0]
[7404, 20261096.8458 Msun, 91549.3687737 Msun, 20169547.477 Msun, 0]
[7405, 16323759.7057 Msun, 20042.1617309 Msun, 16303717.5439 Msun, 0]
[7406, 15299910.7494 Msun, 4670.57931734 Msun, 15295240.1701 Msun, 0]
[7407, 15637070.9941 Msun, 5671.69945739 Msun, 15631399.2947 Msun, 0]
[7408, 15305292.4396 Msun, 10052.269542 Msun, 15295240.1701 Msun, 0]
[7409, 18804958.8859 Msun, 148127.469623 Msun, 18656831.4162 Msun, 0]
[7410, 36799594.846 Msun, 4696398.44504 Msun, 32103196.4009 Msun, 0]
[7411, 41477606.2189 Msun, 3827806.43064 Msun, 37649799.7882 Msun, 0]
[7412, 15844332.529 Msun, 44853.6719663 Msun, 15799478.857 Msun, 0]
[7413, 13957759.4714 Msun, 7155.79983088 Msun, 13950603.6716 Msun, 0]
[7414, 14977196.8657 Msun, 18115.8202853 Msun, 14959081.0455 Msun, 0]
[7415, 20717820.7041 Msun, 44034.5402012 Msun, 20673786.1639 Msun, 0]
[7416, 375346960.452 Msun, 7561124.95432 Msun, 367785835.498 Msun, 389396905156885023725586815887255535616L]
[7417, 16005951.1767 Msun, 38392.7573855 Msun, 15967558.4193 Msun, 0]
[7418, 15823652.0513 Msun, 24173.1943449 Msun, 15799478.857 Msun, 0]
[7419, 16943842.9848 Msun, 135886.753904 Msun, 16807956.2308 Msun, 0]
[7420, 16834374.6533 Msun, 26418.4224696 Msun, 16807956.2308 Msun, 0]
[7421, 16640654.2665 Msun, 777.597943407 Msun, 16639876.6685 Msun, 0]
[7422, 14902144.803 Msun, 111143.319855 Msun, 14791001.4831 Msun, 0]
[7423, 15988220.797 Msun, 20662.3776573 Msun, 15967558.4193 Msun, 0]
